CaseID,Activity,CompleteTimestamp,Duration,CumDuration
8,Accepted-In Progress,2008-11-13 17:43:32,0.0,0.0
8,Accepted-In Progress,2012-01-30 18:56:24,101351572.0,101351572.0
8,Accepted-In Progress,2012-01-30 19:12:05,941.0,101352513.0
8,Queued-Awaiting Assignment,2012-02-16 22:52:16,1482011.0,102834524.0
8,Accepted-In Progress,2012-02-16 23:09:17,1021.0,102835545.0
8,Queued-Awaiting Assignment,2012-02-16 23:09:43,26.0,102835571.0
8,Accepted-In Progress,2012-02-16 23:10:10,27.0,102835598.0
8,Completed-Closed,2012-03-19 17:26:32,2744182.0,105579780.0
9,Accepted-In Progress,2008-11-13 19:01:04,0.0,0.0
9,Accepted-Wait,2009-12-02 22:24:35,33189811.0,33189811.0
9,Accepted-In Progress,2011-11-14 23:57:27,61522372.0,94712183.0
9,Accepted-In Progress,2012-01-18 18:17:14,5595587.0,100307770.0
9,Completed-Closed,2012-01-18 18:19:21,127.0,100307897.0
10,Accepted-In Progress,2009-06-25 16:47:52,0.0,0.0
10,Accepted-In Progress,2012-03-28 20:10:36,87016964.0,87016964.0
10,Completed-Closed,2012-03-28 20:12:08,92.0,87017056.0
11,Accepted-In Progress,2009-08-11 15:44:51,0.0,0.0
11,Queued-Awaiting Assignment,2009-08-11 15:55:12,621.0,621.0
11,Accepted-Assigned,2009-08-11 19:01:25,11173.0,11794.0
11,Queued-Awaiting Assignment,2010-05-18 19:35:53,24194068.0,24205862.0
11,Accepted-In Progress,2010-06-16 19:00:32,2503479.0,26709341.0
11,Accepted-Wait,2011-10-02 05:40:28,40819196.0,67528537.0
11,Queued-Awaiting Assignment,2011-12-07 20:41:00,5756432.0,73284969.0
11,Accepted-In Progress,2012-02-15 20:01:20,6045620.0,79330589.0
11,Completed-Closed,2012-02-20 05:57:21,381361.0,79711950.0
12,Accepted-In Progress,2009-09-07 21:33:24,0.0,0.0
12,Unmatched-Unmatched,2009-09-14 18:37:50,594266.0,594266.0
12,Completed-Closed,2012-04-30 19:21:43,82860233.0,83454499.0
13,Queued-Awaiting Assignment,2009-09-17 05:42:12,0.0,0.0
13,Accepted-In Progress,2009-09-28 18:26:19,996247.0,996247.0
13,Accepted-Wait,2009-09-28 18:26:30,11.0,996258.0
13,Queued-Awaiting Assignment,2010-04-08 19:09:22,16591372.0,17587630.0
13,Queued-Awaiting Assignment,2010-04-08 19:11:51,149.0,17587779.0
13,Accepted-In Progress,2010-04-12 17:05:58,338047.0,17925826.0
13,Accepted-Wait,2010-04-12 17:10:24,266.0,17926092.0
13,Accepted-In Progress,2011-10-18 23:09:14,47887130.0,65813222.0
13,Accepted-Wait,2012-05-24 17:02:19,18899585.0,84712807.0
13,Completed-Closed,2012-05-24 18:03:31,3672.0,84716479.0
14,Accepted-In Progress,2009-09-18 19:50:02,0.0,0.0
14,Unmatched-Unmatched,2009-11-17 22:07:38,5192256.0,5192256.0
14,Completed-Closed,2012-03-13 19:53:35,73172757.0,78365013.0
15,Accepted-In Progress,2009-09-21 21:13:43,0.0,0.0
15,Completed-Closed,2012-02-07 21:22:11,75082108.0,75082108.0
16,Accepted-In Progress,2009-09-22 21:22:05,0.0,0.0
16,Accepted-Assigned,2009-09-22 21:25:17,192.0,192.0
16,Completed-Closed,2012-05-24 17:57:49,84227552.0,84227744.0
17,Accepted-In Progress,2009-09-23 18:52:27,0.0,0.0
17,Accepted-Assigned,2010-01-04 17:00:17,8892470.0,8892470.0
17,Accepted-In Progress,2010-03-18 00:36:20,6248163.0,15140633.0
17,Accepted-Assigned,2010-11-09 20:35:55,20462375.0,35603008.0
17,Accepted-In Progress,2010-11-09 22:20:48,6293.0,35609301.0
17,Accepted-In Progress,2012-03-30 15:00:47,43778399.0,79387700.0
17,Accepted-Assigned,2012-03-30 15:05:44,297.0,79387997.0
17,Accepted-In Progress,2012-04-19 17:01:14,1734930.0,81122927.0
17,Completed-Closed,2012-04-19 17:01:38,24.0,81122951.0
18,Accepted-In Progress,2009-10-15 01:12:54,0.0,0.0
18,Accepted-Wait,2009-12-02 22:24:37,4223503.0,4223503.0
18,Accepted-In Progress,2011-09-02 07:22:08,55155451.0,59378954.0
18,Accepted-In Progress,2012-02-01 17:46:54,13170286.0,72549240.0
18,Completed-Closed,2012-02-01 17:46:57,3.0,72549243.0
19,Accepted-Wait,2009-10-26 22:47:10,0.0,0.0
19,Unmatched-Unmatched,2009-10-27 17:57:26,69016.0,69016.0
19,Queued-Awaiting Assignment,2010-03-02 21:44:22,10900016.0,10969032.0
19,Accepted-In Progress,2010-03-02 21:46:10,108.0,10969140.0
19,Accepted-Wait,2010-03-02 21:46:18,8.0,10969148.0
19,Accepted-Assigned,2011-04-11 16:10:20,34971842.0,45940990.0
19,Accepted-Assigned,2011-04-11 16:11:48,88.0,45941078.0
19,Accepted-Wait,2011-11-28 16:21:27,19958979.0,65900057.0
19,Accepted-In Progress,2012-03-30 17:53:50,10632743.0,76532800.0
19,Completed-Closed,2012-03-30 17:53:53,3.0,76532803.0
20,Accepted-In Progress,2009-10-27 17:42:40,0.0,0.0
20,Accepted-Wait,2009-10-27 17:42:49,9.0,9.0
20,Queued-Awaiting Assignment,2010-03-02 21:43:43,10900854.0,10900863.0
20,Accepted-In Progress,2010-03-02 21:44:26,43.0,10900906.0
20,Accepted-In Progress,2010-03-03 16:04:11,65985.0,10966891.0
20,Accepted-Wait,2010-06-14 05:32:03,8861272.0,19828163.0
20,Accepted-Assigned,2011-04-11 16:12:04,26044801.0,45872964.0
20,Accepted-Wait,2011-11-23 19:55:39,19539815.0,65412779.0
20,Completed-Closed,2012-01-19 16:55:41,4914002.0,70326781.0
21,Accepted-In Progress,2009-10-30 21:49:04,0.0,0.0
21,Accepted-Assigned,2009-10-30 21:57:13,489.0,489.0
21,Queued-Awaiting Assignment,2010-03-02 21:43:50,10626397.0,10626886.0
21,Accepted-In Progress,2010-03-02 21:45:25,95.0,10626981.0
21,Accepted-Wait,2010-03-02 21:45:37,12.0,10626993.0
21,Completed-Closed,2012-03-30 17:54:30,65563733.0,76190726.0
22,Accepted-In Progress,2009-11-04 16:07:28,0.0,0.0
22,Accepted-In Progress,2010-03-03 23:51:55,10309467.0,10309467.0
22,Accepted-Assigned,2010-03-03 23:52:18,23.0,10309490.0
22,Accepted-Assigned,2010-05-25 00:04:58,7085560.0,17395050.0
22,Accepted-Assigned,2010-08-09 19:39:59,6636901.0,24031951.0
22,Accepted-In Progress,2012-04-02 17:18:59,52004340.0,76036291.0
22,Completed-Closed,2012-04-02 17:19:30,31.0,76036322.0
23,Queued-Awaiting Assignment,2009-11-10 00:38:14,0.0,0.0
23,Accepted-In Progress,2009-11-24 17:41:50,1271016.0,1271016.0
23,Accepted-Wait,2010-09-10 17:45:16,25056206.0,26327222.0
23,Accepted-In Progress,2011-03-28 18:52:46,17197650.0,43524872.0
23,Accepted-Wait,2012-01-04 23:53:26,24382840.0,67907712.0
23,Completed-Closed,2012-04-13 20:41:36,8628490.0,76536202.0
24,Accepted-In Progress,2009-11-12 21:41:27,0.0,0.0
24,Accepted-In Progress,2010-09-17 17:33:52,26682745.0,26682745.0
24,Queued-Awaiting Assignment,2010-11-13 03:22:19,4873707.0,31556452.0
24,Accepted-Assigned,2010-11-23 23:10:22,935283.0,32491735.0
24,Accepted-Assigned,2011-01-07 22:55:04,3887082.0,36378817.0
24,Accepted-Wait,2011-01-12 01:13:42,353918.0,36732735.0
24,Accepted-In Progress,2011-05-19 22:45:16,11050294.0,47783029.0
24,Queued-Awaiting Assignment,2011-05-19 22:49:04,228.0,47783257.0
24,Accepted-In Progress,2011-08-25 22:24:01,8465697.0,56248954.0
24,Queued-Awaiting Assignment,2011-08-25 22:24:43,42.0,56248996.0
24,Accepted-Assigned,2011-08-25 22:25:33,50.0,56249046.0
24,Accepted-In Progress,2011-10-27 00:07:30,5362917.0,61611963.0
24,Completed-Closed,2012-03-30 18:45:20,13459070.0,75071033.0
25,Accepted-In Progress,2009-11-24 17:44:43,0.0,0.0
25,Queued-Awaiting Assignment,2009-11-30 18:45:01,522018.0,522018.0
25,Accepted-In Progress,2010-03-14 21:40:26,8996125.0,9518143.0
25,Unmatched-Unmatched,2010-03-14 21:40:36,10.0,9518153.0
25,Completed-Closed,2012-01-18 22:26:41,58322765.0,67840918.0
26,Unmatched-Unmatched,2009-12-04 20:10:14,0.0,0.0
26,Accepted-Assigned,2010-11-29 19:52:49,31102955.0,31102955.0
26,Accepted-In Progress,2012-04-15 00:22:00,43388951.0,74491906.0
26,Completed-Closed,2012-04-15 00:22:21,21.0,74491927.0
27,Accepted-In Progress,2009-12-14 22:29:17,0.0,0.0
27,Accepted-In Progress,2012-01-10 17:32:43,65387006.0,65387006.0
27,Completed-Closed,2012-01-10 17:33:57,74.0,65387080.0
28,Accepted-In Progress,2009-12-16 20:59:24,0.0,0.0
28,Accepted-In Progress,2012-03-15 20:21:25,70845721.0,70845721.0
28,Completed-Closed,2012-03-15 20:21:47,22.0,70845743.0
29,Accepted-In Progress,2009-12-17 04:47:26,0.0,0.0
29,Accepted-In Progress,2012-03-14 21:04:51,70733845.0,70733845.0
29,Completed-Closed,2012-03-14 21:07:29,158.0,70734003.0
30,Accepted-In Progress,2009-12-22 17:09:31,0.0,0.0
30,Unmatched-Unmatched,2009-12-22 17:25:22,951.0,951.0
30,Completed-Closed,2012-02-01 20:38:06,66625964.0,66626915.0
31,Accepted-Wait,2009-12-22 18:56:03,0.0,0.0
31,Accepted-In Progress,2012-02-01 20:39:50,66620627.0,66620627.0
31,Completed-Closed,2012-02-01 20:40:25,35.0,66620662.0
32,Accepted-In Progress,2010-01-06 00:42:20,0.0,0.0
32,Completed-Closed,2012-03-21 00:14:00,69550300.0,69550300.0
33,Accepted-In Progress,2010-01-14 18:34:54,0.0,0.0
33,Accepted-Wait,2010-01-27 18:43:29,1123715.0,1123715.0
33,Accepted-Assigned,2010-02-03 18:20:05,603396.0,1727111.0
33,Accepted-Wait,2010-02-22 16:33:08,1635183.0,3362294.0
33,Accepted-In Progress,2011-09-02 07:17:47,48091479.0,51453773.0
33,Accepted-In Progress,2012-02-01 18:24:17,13172790.0,64626563.0
33,Completed-Closed,2012-02-01 18:24:59,42.0,64626605.0
34,Accepted-In Progress,2010-01-14 23:02:21,0.0,0.0
34,Queued-Awaiting Assignment,2010-01-15 23:10:22,86881.0,86881.0
34,Queued-Awaiting Assignment,2011-09-23 22:06:05,53218543.0,53305424.0
34,Accepted-In Progress,2012-02-08 16:11:21,11901916.0,65207340.0
34,Completed-Closed,2012-02-08 16:14:29,188.0,65207528.0
35,Accepted-In Progress,2010-01-22 00:42:26,0.0,0.0
35,Accepted-In Progress,2012-04-11 23:38:17,70066551.0,70066551.0
35,Completed-Closed,2012-04-11 23:39:02,45.0,70066596.0
36,Accepted-In Progress,2010-01-25 17:19:08,0.0,0.0
36,Accepted-Assigned,2010-02-08 19:41:12,1218124.0,1218124.0
36,Accepted-In Progress,2010-03-03 23:54:09,2002377.0,3220501.0
36,Accepted-Assigned,2010-03-03 23:54:25,16.0,3220517.0
36,Accepted-In Progress,2012-03-28 21:39:46,65310321.0,68530838.0
36,Completed-Closed,2012-03-28 21:39:49,3.0,68530841.0
37,Accepted-In Progress,2010-01-25 15:44:36,0.0,0.0
37,Accepted-Assigned,2011-12-16 18:26:27,59625711.0,59625711.0
37,Accepted-Wait,2012-03-30 20:09:18,9078171.0,68703882.0
37,Completed-Closed,2012-03-30 20:24:18,900.0,68704782.0
38,Accepted-In Progress,2010-01-27 21:58:09,0.0,0.0
38,Completed-Closed,2012-02-29 20:20:13,65917324.0,65917324.0
39,Accepted-In Progress,2010-02-02 23:50:20,0.0,0.0
39,Accepted-In Progress,2012-04-11 23:39:33,69032953.0,69032953.0
39,Completed-Closed,2012-04-11 23:40:09,36.0,69032989.0
40,Accepted-In Progress,2010-02-03 17:34:32,0.0,0.0
40,Queued-Awaiting Assignment,2010-02-03 17:45:18,646.0,646.0
40,Accepted-In Progress,2010-02-03 18:40:51,3333.0,3979.0
40,Accepted-Assigned,2010-02-03 18:40:58,7.0,3986.0
40,Accepted-In Progress,2011-12-21 06:25:19,59226261.0,59230247.0
40,Completed-Closed,2012-01-03 21:13:02,1176463.0,60406710.0
41,Accepted-In Progress,2010-02-05 18:00:12,0.0,0.0
41,Accepted-In Progress,2012-02-23 22:34:50,64643678.0,64643678.0
41,Completed-Closed,2012-02-23 22:37:00,130.0,64643808.0
42,Queued-Awaiting Assignment,2010-02-12 22:00:54,0.0,0.0
42,Accepted-In Progress,2010-02-12 22:01:08,14.0,14.0
42,Queued-Awaiting Assignment,2010-10-29 02:15:39,22306471.0,22306485.0
42,Accepted-In Progress,2010-10-30 00:11:03,78924.0,22385409.0
42,Completed-Closed,2012-04-04 22:41:41,45181838.0,67567247.0
43,Accepted-In Progress,2010-02-15 15:41:51,0.0,0.0
43,Accepted-In Progress,2010-02-15 15:48:52,421.0,421.0
43,Accepted-Assigned,2010-02-15 20:10:30,15698.0,16119.0
43,Accepted-In Progress,2011-12-28 23:05:47,58848917.0,58865036.0
43,Completed-Closed,2012-01-30 20:29:51,2841844.0,61706880.0
44,Accepted-In Progress,2010-02-15 17:33:11,0.0,0.0
44,Accepted-Wait,2010-02-15 17:34:41,90.0,90.0
44,Accepted-In Progress,2010-03-02 21:59:28,1311887.0,1311977.0
44,Queued-Awaiting Assignment,2010-03-02 22:01:04,96.0,1312073.0
44,Accepted-In Progress,2010-03-02 22:07:11,367.0,1312440.0
44,Accepted-Assigned,2010-03-02 22:07:48,37.0,1312477.0
44,Accepted-Wait,2010-03-02 22:11:18,210.0,1312687.0
44,Accepted-Assigned,2011-04-11 15:48:47,34969049.0,36281736.0
44,Accepted-Assigned,2011-04-11 16:08:44,1197.0,36282933.0
44,Accepted-Wait,2011-11-23 19:55:49,19540025.0,55822958.0
44,Completed-Closed,2012-01-19 16:56:20,4914031.0,60736989.0
45,Accepted-Wait,2010-02-16 19:03:41,0.0,0.0
45,Accepted-In Progress,2011-09-02 07:16:31,48600770.0,48600770.0
45,Accepted-In Progress,2012-01-20 16:40:03,12129812.0,60730582.0
45,Completed-Closed,2012-01-20 16:40:20,17.0,60730599.0
46,Accepted-Wait,2010-02-16 19:04:37,0.0,0.0
46,Accepted-In Progress,2011-09-02 07:16:15,48600698.0,48600698.0
46,Accepted-In Progress,2012-02-01 18:16:03,13172388.0,61773086.0
46,Completed-Closed,2012-02-01 18:16:53,50.0,61773136.0
47,Accepted-In Progress,2010-02-23 21:10:59,0.0,0.0
47,Accepted-Wait,2010-02-23 21:13:19,140.0,140.0
47,Queued-Awaiting Assignment,2010-03-02 21:44:01,606642.0,606782.0
47,Accepted-In Progress,2010-03-02 21:46:47,166.0,606948.0
47,Accepted-Wait,2010-03-02 21:46:58,11.0,606959.0
47,Accepted-Assigned,2011-11-28 16:20:33,54930815.0,55537774.0
47,Accepted-Wait,2011-11-28 16:20:57,24.0,55537798.0
47,Completed-Closed,2012-01-19 16:59:01,4495084.0,60032882.0
48,Accepted-In Progress,2010-02-26 21:39:44,0.0,0.0
48,Queued-Awaiting Assignment,2010-02-26 21:45:58,374.0,374.0
48,Accepted-In Progress,2010-02-27 02:04:51,15533.0,15907.0
48,Accepted-In Progress,2010-02-27 02:08:30,219.0,16126.0
48,Accepted-In Progress,2010-02-27 02:09:05,35.0,16161.0
48,Accepted-In Progress,2010-02-27 02:09:42,37.0,16198.0
48,Accepted-In Progress,2010-02-27 02:11:57,135.0,16333.0
48,Accepted-Assigned,2010-02-27 02:12:06,9.0,16342.0
48,Accepted-In Progress,2012-01-19 18:01:46,59759380.0,59775722.0
48,Completed-Closed,2012-01-19 18:02:07,21.0,59775743.0
49,Accepted-In Progress,2010-03-01 14:54:12,0.0,0.0
49,Queued-Awaiting Assignment,2010-03-01 15:04:33,621.0,621.0
49,Accepted-In Progress,2010-03-01 19:53:51,17358.0,17979.0
49,Accepted-Assigned,2010-03-01 20:00:54,423.0,18402.0
49,Accepted-In Progress,2011-12-29 00:01:17,57643223.0,57661625.0
49,Completed-Closed,2012-01-30 20:30:21,2838544.0,60500169.0
50,Accepted-In Progress,2010-03-02 19:41:18,0.0,0.0
50,Accepted-Wait,2010-09-19 16:21:17,17354399.0,17354399.0
50,Completed-Closed,2012-02-02 00:42:48,43230091.0,60584490.0
51,Accepted-In Progress,2010-03-04 03:25:03,0.0,0.0
51,Unmatched-Unmatched,2010-03-11 23:44:02,677939.0,677939.0
51,Accepted-In Progress,2010-08-16 18:54:31,13633829.0,14311768.0
51,Accepted-Wait,2010-08-16 19:13:10,1119.0,14312887.0
51,Accepted-In Progress,2012-01-17 15:59:31,44829981.0,59142868.0
51,Completed-Closed,2012-01-17 15:59:59,28.0,59142896.0
52,Accepted-In Progress,2010-03-08 17:17:56,0.0,0.0
52,Accepted-Wait,2010-03-08 17:19:32,96.0,96.0
52,Completed-Closed,2012-03-30 17:59:03,65061571.0,65061667.0
53,Accepted-In Progress,2010-03-09 19:28:51,0.0,0.0
53,Accepted-Assigned,2011-04-11 16:09:41,34375250.0,34375250.0
53,Accepted-Assigned,2011-04-11 16:11:23,102.0,34375352.0
53,Accepted-Wait,2011-11-28 16:21:08,19958985.0,54334337.0
53,Completed-Closed,2012-03-30 18:01:23,10633215.0,64967552.0
54,Accepted-In Progress,2010-03-11 18:02:02,0.0,0.0
54,Completed-Closed,2012-03-15 22:27:03,63519901.0,63519901.0
55,Accepted-In Progress,2010-03-11 22:06:34,0.0,0.0
55,Accepted-In Progress,2010-03-11 22:10:10,216.0,216.0
55,Queued-Awaiting Assignment,2010-03-11 22:12:19,129.0,345.0
55,Accepted-In Progress,2010-03-11 22:12:35,16.0,361.0
55,Queued-Awaiting Assignment,2010-03-11 22:12:46,11.0,372.0
55,Accepted-In Progress,2010-03-11 22:13:02,16.0,388.0
55,Accepted-Assigned,2010-07-20 16:25:18,11297536.0,11297924.0
55,Accepted-In Progress,2011-09-05 16:28:42,35597004.0,46894928.0
55,Accepted-In Progress,2012-01-20 16:24:45,11836563.0,58731491.0
55,Completed-Closed,2012-01-20 16:24:59,14.0,58731505.0
56,Accepted-Assigned,2010-03-12 23:55:50,0.0,0.0
56,Queued-Awaiting Assignment,2010-08-25 18:04:56,14321346.0,14321346.0
56,Accepted-In Progress,2011-09-03 14:49:00,32301844.0,46623190.0
56,Accepted-Assigned,2011-11-15 00:10:03,6254463.0,52877653.0
56,Accepted-Wait,2012-01-12 17:23:04,5073181.0,57950834.0
56,Accepted-In Progress,2012-03-08 18:22:52,4841988.0,62792822.0
56,Completed-Closed,2012-03-08 18:24:51,119.0,62792941.0
57,Accepted-In Progress,2010-03-15 22:40:16,0.0,0.0
57,Accepted-Wait,2010-04-15 23:32:45,2681549.0,2681549.0
57,Accepted-In Progress,2011-06-09 18:37:15,36270270.0,38951819.0
57,Completed-Closed,2012-02-21 22:57:48,22220433.0,61172252.0
58,Accepted-In Progress,2010-03-16 16:44:27,0.0,0.0
58,Accepted-Wait,2010-06-15 16:42:52,7862305.0,7862305.0
58,Completed-Closed,2012-03-30 19:17:27,56514875.0,64377180.0
59,Accepted-In Progress,2010-03-18 19:44:05,0.0,0.0
59,Accepted-In Progress,2012-03-19 22:13:30,63253765.0,63253765.0
59,Completed-Closed,2012-03-19 22:15:58,148.0,63253913.0
60,Accepted-In Progress,2010-03-26 16:24:05,0.0,0.0
60,Completed-Closed,2012-03-21 00:16:39,62668354.0,62668354.0
61,Accepted-In Progress,2010-03-26 22:03:21,0.0,0.0
61,Accepted-In Progress,2010-03-26 22:05:35,134.0,134.0
61,Queued-Awaiting Assignment,2010-03-26 22:05:48,13.0,147.0
61,Accepted-In Progress,2011-09-05 16:28:50,45598982.0,45599129.0
61,Accepted-In Progress,2012-02-07 10:39:08,13371018.0,58970147.0
61,Completed-Closed,2012-02-07 10:39:40,32.0,58970179.0
62,Accepted-In Progress,2010-03-29 18:38:31,0.0,0.0
62,Queued-Awaiting Assignment,2010-03-29 18:41:32,181.0,181.0
62,Accepted-In Progress,2010-03-29 20:30:54,6562.0,6743.0
62,Accepted-Assigned,2010-03-29 20:30:58,4.0,6747.0
62,Accepted-In Progress,2012-01-19 18:09:44,57101926.0,57108673.0
62,Completed-Closed,2012-01-19 18:10:41,57.0,57108730.0
63,Accepted-In Progress,2010-03-31 01:13:33,0.0,0.0
63,Accepted-In Progress,2010-03-31 18:41:00,62847.0,62847.0
63,Queued-Awaiting Assignment,2010-03-31 18:43:06,126.0,62973.0
63,Accepted-In Progress,2010-03-31 18:43:07,1.0,62974.0
63,Accepted-In Progress,2010-03-31 18:46:20,193.0,63167.0
63,Accepted-In Progress,2010-10-07 23:45:29,16433949.0,16497116.0
63,Completed-Closed,2012-04-25 01:18:24,48821575.0,65318691.0
64,Accepted-In Progress,2010-04-01 16:13:49,0.0,0.0
64,Accepted-In Progress,2012-03-30 20:12:07,62999898.0,62999898.0
64,Accepted-Wait,2012-03-30 20:12:14,7.0,62999905.0
64,Completed-Closed,2012-03-30 20:18:11,357.0,63000262.0
65,Accepted-In Progress,2010-04-01 21:48:30,0.0,0.0
65,Accepted-In Progress,2010-04-01 21:49:59,89.0,89.0
65,Queued-Awaiting Assignment,2010-04-01 21:50:40,41.0,130.0
65,Accepted-In Progress,2010-04-02 02:20:02,16162.0,16292.0
65,Accepted-Assigned,2010-04-02 02:20:07,5.0,16297.0
65,Accepted-In Progress,2012-01-19 18:14:11,56822044.0,56838341.0
65,Completed-Closed,2012-01-19 18:14:18,7.0,56838348.0
66,Accepted-In Progress,2010-04-06 16:16:15,0.0,0.0
66,Accepted-Assigned,2010-04-06 17:12:22,3367.0,3367.0
66,Queued-Awaiting Assignment,2010-04-28 17:07:00,1900478.0,1903845.0
66,Accepted-In Progress,2010-04-28 17:35:20,1700.0,1905545.0
66,Unmatched-Unmatched,2010-04-28 17:40:07,287.0,1905832.0
66,Completed-Closed,2012-02-01 20:25:53,55651546.0,57557378.0
67,Accepted-In Progress,2010-04-06 22:35:51,0.0,0.0
67,Unmatched-Unmatched,2010-04-07 15:30:28,60877.0,60877.0
67,Accepted-In Progress,2012-02-21 22:58:28,59210880.0,59271757.0
67,Completed-Closed,2012-02-21 23:00:21,113.0,59271870.0
68,Accepted-In Progress,2010-04-08 19:07:36,0.0,0.0
68,Queued-Awaiting Assignment,2010-04-08 19:09:05,89.0,89.0
68,Accepted-In Progress,2010-04-09 02:33:49,26684.0,26773.0
68,Accepted-Assigned,2010-04-09 02:33:54,5.0,26778.0
68,Accepted-In Progress,2011-12-30 18:00:16,54487582.0,54514360.0
68,Completed-Closed,2012-01-05 00:49:12,456536.0,54970896.0
69,Accepted-In Progress,2010-04-13 02:14:40,0.0,0.0
69,Accepted-In Progress,2012-04-11 23:40:26,63062746.0,63062746.0
69,Completed-Closed,2012-04-11 23:40:52,26.0,63062772.0
70,Accepted-In Progress,2010-04-13 04:37:25,0.0,0.0
70,Queued-Awaiting Assignment,2010-04-13 04:47:56,631.0,631.0
70,Accepted-In Progress,2010-04-13 21:56:39,61723.0,62354.0
70,Accepted-Assigned,2010-04-13 21:56:44,5.0,62359.0
70,Accepted-In Progress,2012-01-30 20:42:19,56760335.0,56822694.0
70,Completed-Closed,2012-01-30 20:42:50,31.0,56822725.0
71,Accepted-In Progress,2010-04-13 16:38:30,0.0,0.0
71,Queued-Awaiting Assignment,2010-04-13 16:44:30,360.0,360.0
71,Accepted-In Progress,2010-04-13 21:59:01,18871.0,19231.0
71,Accepted-Assigned,2010-04-13 21:59:07,6.0,19237.0
71,Accepted-In Progress,2012-01-09 19:25:49,54941202.0,54960439.0
71,Completed-Closed,2012-01-09 19:25:51,2.0,54960441.0
72,Accepted-In Progress,2010-04-13 21:37:07,0.0,0.0
72,Accepted-In Progress,2010-04-19 23:59:00,526913.0,526913.0
72,Accepted-In Progress,2010-04-19 23:59:17,17.0,526930.0
72,Accepted-Wait,2010-12-13 18:28:11,20543334.0,21070264.0
72,Accepted-Assigned,2011-06-27 18:33:46,16934735.0,38004999.0
72,Accepted-Assigned,2011-06-27 19:29:07,3321.0,38008320.0
72,Accepted-In Progress,2011-10-24 17:01:34,10272747.0,48281067.0
72,Accepted-Assigned,2011-10-24 17:03:31,117.0,48281184.0
72,Accepted-In Progress,2012-01-12 21:11:40,6926889.0,55208073.0
72,Completed-Closed,2012-01-12 21:11:59,19.0,55208092.0
73,Accepted-In Progress,2010-04-13 21:50:15,0.0,0.0
73,Accepted-In Progress,2010-04-19 23:59:58,526183.0,526183.0
73,Accepted-In Progress,2010-04-20 00:00:10,12.0,526195.0
73,Accepted-Wait,2010-08-10 23:22:31,9760941.0,10287136.0
73,Accepted-Assigned,2011-06-27 19:21:34,27719943.0,38007079.0
