CaseID,AnomalousActivity,AnomalousCompleteTimestamp,AnomalousDuration,AnomalousCumDuration,ActivityLabel,TimeLabel
24,Queued-Awaiting Assignment,2011-05-19 22:49:04.000000,228.0,47783257.0,0,0
24,Accepted-In Progress,2011-08-25 22:24:01.000000,8465697.0,56248954.0,0,0
24,Queued-Awaiting Assignment,2011-12-03 01:37:09.937887,8565188.93788734,64814142.937887,0,1
24,Accepted-Assigned,2011-08-25 22:25:33.000000,50.0,56249046.0,0,0
24,Accepted-In Progress,2011-10-27 00:07:30.000000,5362917.0,61611963.0,0,0
24,Completed-Closed,2012-03-30 18:45:20.000000,13459070.0,75071033.0,0,0
25,Accepted-In Progress,2009-11-24 17:44:43.000000,0.0,0.0,0,0
25,Queued-Awaiting Assignment,2009-11-30 18:45:01.000000,522018.0,522018.0,0,0
25,Unmatched-Unmatched,2010-03-14 21:40:26.000000,8996125.0,9518143.0,1,0
25,Unmatched-Unmatched,2010-03-14 21:40:36.000000,10.0,9518153.0,0,0
25,Completed-Closed,2012-01-18 22:26:41.000000,58322765.0,67840918.0,0,0
26,Unmatched-Unmatched,2009-12-04 20:10:14.000000,0.0,0.0,0,0
26,Accepted-Assigned,2010-11-29 19:52:49.000000,31102955.0,31102955.0,0,0
26,Accepted-In Progress,2012-04-15 00:22:00.000000,43388951.0,74491906.0,0,0
26,Completed-Closed,2012-04-15 00:22:21.000000,21.0,74491927.0,0,0
27,Completed-Cancelled,2009-12-14 22:29:17.000000,0.0,0.0,1,0
27,Accepted-In Progress,2012-01-10 17:32:43.000000,65387006.0,65387006.0,0,0
27,Completed-Closed,2012-01-10 17:33:57.000000,74.0,65387080.0,0,0
28,Accepted-In Progress,2009-12-16 20:59:24.000000,0.0,0.0,0,0
28,Accepted-In Progress,2012-03-15 20:21:25.000000,70845721.0,70845721.0,0,0
28,Completed-Closed,2012-03-15 20:21:47.000000,22.0,70845743.0,0,0
29,Accepted-In Progress,2009-12-17 04:47:26.000000,0.0,0.0,0,0
29,Accepted-In Progress,2012-03-14 21:04:51.000000,70733845.0,70733845.0,0,0
29,Completed-Closed,2012-03-14 21:07:29.000000,158.0,70734003.0,0,0
30,Accepted-In Progress,2009-12-22 17:09:31.000000,0.0,0.0,0,0
30,Unmatched-Unmatched,2009-12-22 17:25:22.000000,951.0,951.0,0,0
30,Completed-Cancelled,2012-02-01 20:38:06.000000,66625964.0,66626915.0,1,0
31,Accepted-Wait,2009-12-22 18:56:03.000000,0.0,0.0,0,0
31,Unmatched-Unmatched,2012-02-01 20:39:50.000000,66620627.0,66620627.0,1,0
31,Completed-Closed,2012-02-01 20:40:25.000000,35.0,66620662.0,0,0
32,Accepted-In Progress,2010-01-06 00:42:20.000000,0.0,0.0,0,0
32,Completed-Closed,2010-07-01 03:09:54.859782,15215254.859782424,15215254.859782,0,1
33,Accepted-In Progress,2010-01-14 18:34:54.000000,29046710.22385331,0.0,0,1
33,Accepted-Wait,2010-01-27 18:43:29.000000,1123715.0,1123715.0,0,0
33,Accepted-Assigned,2010-08-23 03:54:30.532225,17917861.53222489,19041576.532225,0,1
33,Accepted-Wait,2010-02-22 16:33:08.000000,1635183.0,3362294.0,0,0
33,Accepted-In Progress,2011-09-02 07:17:47.000000,48091479.0,51453773.0,0,0
33,Accepted-In Progress,2012-02-01 18:24:17.000000,13172790.0,64626563.0,0,0
33,Completed-Closed,2012-02-01 18:24:59.000000,42.0,64626605.0,0,0
34,Accepted-In Progress,2010-01-14 23:02:21.000000,0.0,0.0,0,0
34,Queued-Awaiting Assignment,2010-01-15 23:10:22.000000,86881.0,86881.0,0,0
34,Queued-Awaiting Assignment,2011-09-23 22:06:05.000000,53218543.0,53305424.0,0,0
34,Accepted-In Progress,2012-02-08 16:11:21.000000,11901916.0,65207340.0,0,0
34,Completed-Closed,2012-02-08 16:14:29.000000,188.0,65207528.0,0,0
35,Accepted-In Progress,2010-01-22 00:42:26.000000,0.0,0.0,0,0
35,Accepted-In Progress,2012-04-11 23:38:17.000000,70066551.0,70066551.0,0,0
35,Completed-Closed,2012-04-11 23:39:02.000000,45.0,70066596.0,0,0
36,Accepted-In Progress,2010-01-25 17:19:08.000000,0.0,0.0,0,0
36,Accepted-Assigned,2010-02-08 19:41:12.000000,1218124.0,1218124.0,0,0
36,Accepted-In Progress,2010-03-03 23:54:09.000000,2002377.0,3220501.0,0,0
36,Accepted-In Progress,2010-07-28 05:14:17.217133,12633608.217133256,15854109.217133,1,1
36,Accepted-In Progress,2012-03-28 21:39:46.000000,65310321.0,68530838.0,0,0
36,Completed-Closed,2012-03-28 21:39:49.000000,3.0,68530841.0,0,0
37,Accepted-In Progress,2010-01-25 15:44:36.000000,0.0,0.0,0,0
37,Accepted-Assigned,2011-12-16 18:26:27.000000,59625711.0,59625711.0,0,0
37,Accepted-Wait,2012-03-30 20:09:18.000000,9078171.0,68703882.0,0,0
37,Completed-Closed,2012-03-30 20:24:18.000000,900.0,68704782.0,0,0
38,Accepted-In Progress,2010-01-27 21:58:09.000000,0.0,0.0,0,0
38,Completed-Closed,2012-02-29 20:20:13.000000,65917324.0,65917324.0,0,0
39,Accepted-In Progress,2010-02-02 23:50:20.000000,17342878.712802175,0.0,0,1
39,Accepted-In Progress,2012-04-11 23:39:33.000000,69032953.0,69032953.0,0,0
39,Accepted-Assigned,2012-04-11 23:40:09.000000,36.0,69032989.0,1,0
40,Accepted-In Progress,2010-02-03 17:34:32.000000,0.0,0.0,0,0
40,Queued-Awaiting Assignment,2010-02-03 17:45:18.000000,646.0,646.0,0,0
40,Accepted-In Progress,2010-02-03 18:40:51.000000,3333.0,3979.0,0,0
40,Accepted-Assigned,2010-02-03 18:40:58.000000,7.0,3986.0,0,0
40,Accepted-In Progress,2011-12-21 06:25:19.000000,59226261.0,59230247.0,0,0
40,Completed-Closed,2012-01-03 21:13:02.000000,1176463.0,60406710.0,0,0
41,Accepted-In Progress,2010-02-05 18:00:12.000000,0.0,0.0,0,0
41,Accepted-In Progress,2012-02-23 22:34:50.000000,64643678.0,64643678.0,0,0
41,Completed-Closed,2012-02-23 22:37:00.000000,130.0,64643808.0,0,0
42,Queued-Awaiting Assignment,2010-02-12 22:00:54.000000,0.0,0.0,0,0
42,Accepted-In Progress,2010-02-12 22:01:08.000000,14.0,14.0,0,0
42,Queued-Awaiting Assignment,2010-06-09 07:08:04.843434,10055216.843433943,10055230.843434,0,1
42,Accepted-In Progress,2010-10-30 00:11:03.000000,78924.0,22385409.0,0,0
42,Completed-Closed,2012-04-04 22:41:41.000000,45181838.0,67567247.0,0,0
43,Accepted-In Progress,2010-02-15 15:41:51.000000,0.0,0.0,0,0
43,Accepted-In Progress,2010-02-15 15:48:52.000000,421.0,421.0,0,0
43,Accepted-Assigned,2010-02-15 20:10:30.000000,15698.0,16119.0,0,0
43,Accepted-In Progress,2011-12-28 23:05:47.000000,58848917.0,58865036.0,0,0
43,Unmatched-Unmatched,2012-01-30 20:29:51.000000,2841844.0,61706880.0,1,0
44,Queued-Awaiting Assignment,2010-02-15 17:33:11.000000,0.0,0.0,1,0
44,Accepted-Wait,2010-02-15 17:34:41.000000,90.0,90.0,0,0
44,Accepted-In Progress,2010-03-02 21:59:28.000000,1311887.0,1311977.0,0,0
44,Queued-Awaiting Assignment,2010-03-02 22:01:04.000000,96.0,1312073.0,0,0
44,Accepted-In Progress,2010-03-02 22:07:11.000000,367.0,1312440.0,0,0
44,Accepted-Assigned,2010-03-02 22:07:48.000000,37.0,1312477.0,0,0
44,Queued-Awaiting Assignment,2010-11-05 20:58:14.986806,21423026.986806314,22735503.986806,1,1
44,Accepted-Assigned,2011-04-11 15:48:47.000000,34969049.0,36281736.0,0,0
44,Accepted-Assigned,2011-04-11 16:08:44.000000,1197.0,36282933.0,0,0
44,Accepted-Wait,2011-11-23 19:55:49.000000,19540025.0,55822958.0,0,0
44,Completed-Closed,2012-01-19 16:56:20.000000,4914031.0,60736989.0,0,0
45,Accepted-Wait,2010-02-16 19:03:41.000000,0.0,0.0,0,0
45,Accepted-In Progress,2011-09-02 07:16:31.000000,48600770.0,48600770.0,0,0
45,Accepted-In Progress,2012-01-20 16:40:03.000000,12129812.0,60730582.0,0,0
45,Completed-Closed,2012-01-20 16:40:20.000000,17.0,60730599.0,0,0
46,Accepted-Wait,2010-02-16 19:04:37.000000,0.0,0.0,0,0
46,Completed-Closed,2010-12-10 00:45:03.379726,25594826.379726436,25594826.379726,1,1
46,Accepted-In Progress,2012-02-01 18:16:03.000000,13172388.0,61773086.0,0,0
46,Completed-Closed,2012-12-23 18:49:48.774464,28168425.77446431,89941511.774464,0,1
47,Accepted-In Progress,2010-02-23 21:10:59.000000,0.0,0.0,0,0
47,Accepted-Wait,2010-02-23 21:13:19.000000,140.0,140.0,0,0
47,Queued-Awaiting Assignment,2010-03-02 21:44:01.000000,606642.0,606782.0,0,0
47,Accepted-In Progress,2010-03-02 21:46:47.000000,166.0,606948.0,0,0
47,Accepted-Wait,2010-03-02 21:46:58.000000,11.0,606959.0,0,0
47,Queued-Awaiting Assignment,2011-11-28 16:20:33.000000,54930815.0,55537774.0,1,0
47,Accepted-Wait,2011-11-28 16:20:57.000000,24.0,55537798.0,0,0
47,Completed-Closed,2012-01-19 16:59:01.000000,4495084.0,60032882.0,0,0
48,Accepted-In Progress,2010-02-26 21:39:44.000000,0.0,0.0,0,0
48,Queued-Awaiting Assignment,2010-02-26 21:45:58.000000,374.0,374.0,0,0
48,Accepted-In Progress,2010-02-27 02:04:51.000000,15533.0,15907.0,0,0
48,Accepted-In Progress,2010-02-27 02:08:30.000000,219.0,16126.0,0,0
48,Accepted-In Progress,2010-02-27 02:09:05.000000,35.0,16161.0,0,0
48,Accepted-Wait,2010-02-27 02:09:42.000000,37.0,16198.0,1,0
48,Accepted-In Progress,2010-02-27 02:11:57.000000,135.0,16333.0,0,0
48,Accepted-Assigned,2010-02-27 02:12:06.000000,9.0,16342.0,0,0
48,Accepted-In Progress,2012-01-19 18:01:46.000000,59759380.0,59775722.0,0,0
48,Completed-Closed,2012-01-19 18:02:07.000000,21.0,59775743.0,0,0
49,Accepted-Assigned,2010-03-01 14:54:12.000000,15650692.854339577,0.0,1,1
49,Queued-Awaiting Assignment,2010-03-01 15:04:33.000000,621.0,621.0,0,0
49,Accepted-In Progress,2010-03-01 19:53:51.000000,17358.0,17979.0,0,0
49,Completed-Cancelled,2010-03-01 20:00:54.000000,423.0,18402.0,1,0
49,Accepted-In Progress,2011-12-29 00:01:17.000000,57643223.0,57661625.0,0,0
49,Completed-Closed,2012-01-30 20:30:21.000000,2838544.0,60500169.0,0,0
50,Accepted-In Progress,2010-03-02 19:41:18.000000,0.0,0.0,0,0
50,Accepted-Wait,2010-09-19 16:21:17.000000,17354399.0,17354399.0,0,0
50,Completed-Closed,2012-02-02 00:42:48.000000,43230091.0,60584490.0,0,0
51,Accepted-In Progress,2010-03-04 03:25:03.000000,0.0,0.0,0,0
51,Unmatched-Unmatched,2010-03-11 23:44:02.000000,677939.0,677939.0,0,0
51,Accepted-In Progress,2010-08-16 18:54:31.000000,13633829.0,14311768.0,0,0
51,Accepted-Wait,2010-08-16 19:13:10.000000,1119.0,14312887.0,0,0
51,Queued-Awaiting Assignment,2012-01-17 15:59:31.000000,44829981.0,59142868.0,1,0
51,Completed-Closed,2012-01-17 15:59:59.000000,28.0,59142896.0,0,0
52,Unmatched-Unmatched,2010-03-08 17:17:56.000000,0.0,0.0,1,0
52,Accepted-Wait,2010-03-08 17:19:32.000000,96.0,96.0,0,0
52,Completed-Closed,2012-03-30 17:59:03.000000,65061571.0,65061667.0,0,0
53,Accepted-In Progress,2010-03-09 19:28:51.000000,0.0,0.0,0,0
53,Accepted-Assigned,2011-04-11 16:09:41.000000,34375250.0,34375250.0,0,0
53,Accepted-Assigned,2011-04-11 16:11:23.000000,102.0,34375352.0,0,0
53,Accepted-Wait,2012-01-12 13:23:25.173595,23836322.173594896,58211674.173595,0,1
53,Completed-Closed,2012-03-30 18:01:23.000000,10633215.0,64967552.0,0,0
54,Accepted-In Progress,2010-03-11 18:02:02.000000,0.0,0.0,0,0
54,Completed-Closed,2012-03-15 22:27:03.000000,63519901.0,63519901.0,0,0
55,Accepted-In Progress,2010-03-11 22:06:34.000000,0.0,0.0,0,0
55,Accepted-In Progress,2010-03-11 22:10:10.000000,216.0,216.0,0,0
55,Queued-Awaiting Assignment,2010-03-11 22:12:19.000000,129.0,345.0,0,0
55,Accepted-In Progress,2010-03-11 22:12:35.000000,16.0,361.0,0,0
55,Queued-Awaiting Assignment,2010-03-11 22:12:46.000000,11.0,372.0,0,0
55,Accepted-In Progress,2010-03-11 22:13:02.000000,16.0,388.0,0,0
55,Accepted-Assigned,2010-07-20 16:25:18.000000,11297536.0,11297924.0,0,0
55,Accepted-In Progress,2011-09-05 16:28:42.000000,35597004.0,46894928.0,0,0
55,Accepted-In Progress,2012-01-20 16:24:45.000000,11836563.0,58731491.0,0,0
55,Completed-Cancelled,2012-09-25 05:57:06.403701,21475941.403701045,80207432.403701,1,1
56,Accepted-Assigned,2010-03-12 23:55:50.000000,0.0,0.0,0,0
56,Queued-Awaiting Assignment,2010-08-25 18:04:56.000000,14321346.0,14321346.0,0,0
56,Accepted-In Progress,2011-09-03 14:49:00.000000,32301844.0,46623190.0,0,0
56,Queued-Awaiting Assignment,2011-11-15 00:10:03.000000,6254463.0,52877653.0,1,0
56,Accepted-Wait,2012-01-12 17:23:04.000000,5073181.0,57950834.0,0,0
56,Accepted-In Progress,2012-03-08 18:22:52.000000,4841988.0,62792822.0,0,0
56,Completed-Closed,2012-03-08 18:24:51.000000,119.0,62792941.0,0,0
57,Accepted-In Progress,2010-03-15 22:40:16.000000,0.0,0.0,0,0
57,Accepted-Wait,2010-04-15 23:32:45.000000,2681549.0,2681549.0,0,0
57,Accepted-In Progress,2011-06-09 18:37:15.000000,36270270.0,38951819.0,0,0
57,Completed-Closed,2012-02-21 22:57:48.000000,22220433.0,61172252.0,0,0
58,Accepted-In Progress,2010-03-16 16:44:27.000000,29511338.70805655,0.0,0,1
58,Accepted-Wait,2010-06-15 16:42:52.000000,7862305.0,7862305.0,0,0
58,Completed-Closed,2012-03-30 19:17:27.000000,56514875.0,64377180.0,0,0
59,Accepted-In Progress,2010-03-18 19:44:05.000000,0.0,0.0,0,0
59,Accepted-In Progress,2012-03-19 22:13:30.000000,63253765.0,63253765.0,0,0
59,Completed-Closed,2013-02-02 00:22:03.824261,27569313.824261118,90823078.824261,0,1
60,Accepted-In Progress,2010-03-26 16:24:05.000000,24882531.65407536,0.0,0,1
60,Completed-Closed,2012-03-21 00:16:39.000000,62668354.0,62668354.0,0,0
61,Accepted-In Progress,2010-03-26 22:03:21.000000,0.0,0.0,0,0
61,Accepted-In Progress,2010-03-26 22:05:35.000000,134.0,134.0,0,0
61,Queued-Awaiting Assignment,2010-03-26 22:05:48.000000,13.0,147.0,0,0
61,Accepted-In Progress,2011-09-05 16:28:50.000000,45598982.0,45599129.0,0,0
