CaseID,AnomalousActivity,AnomalousCompleteTimestamp,AnomalousDuration,AnomalousCumDuration,ActivityLabel,TimeLabel
9,Activity G,1970-01-01 15:20:58.559160,4858.559160442,22858.55916,0,1
9,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
9,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
9,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
9,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
9,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
9,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
10,Activity N,1970-01-01 09:00:00.000000,0.0,0.0,1,0
10,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
10,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
10,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
10,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
10,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
10,Activity G,1970-01-01 15:12:25.244771,4345.244771445696,22345.244771,0,1
10,Activity M,1970-01-01 15:27:34.859140,5254.859140075328,23254.85914,0,1
10,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
10,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
10,Activity D,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
10,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
10,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
10,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
11,Activity D,1970-01-01 09:00:00.000000,0.0,0.0,1,0
11,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
11,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
11,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
11,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
11,Activity K,1970-01-01 14:27:08.695741,5228.69574093302,19628.695741,0,1
11,Activity A,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
11,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
11,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
11,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
11,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
11,Activity M,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
11,Activity F,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
11,Activity I,1970-01-01 17:10:48.142747,4248.142747110192,29448.142747,1,1
12,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
12,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
12,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
12,Activity K,1970-01-01 12:23:08.774510,4988.774509738075,12188.77451,1,1
12,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
12,Activity K,1970-01-01 14:35:15.175144,5715.175144400335,20115.175144,0,1
12,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
12,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
12,Activity L,1970-01-01 15:05:00.058548,3900.0585478424273,21900.058548,0,1
12,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
12,Activity J,1970-01-01 16:04:09.665523,3849.665522658004,25449.665523,0,1
12,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
12,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
12,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
13,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
13,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
13,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
13,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
13,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
13,Activity G,1970-01-01 13:50:31.169149,3031.1691492287223,17431.169149,0,1
13,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
13,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
13,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
13,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
13,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
14,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
14,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
14,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
14,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
14,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
14,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
14,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
14,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
14,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
14,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
14,Activity L,1970-01-01 15:59:27.810756,3567.8107556484124,25167.810756,0,1
14,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
14,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
14,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
15,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
15,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
15,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
15,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
15,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
15,Activity K,1970-01-01 14:08:15.259024,4095.259024095696,18495.259024,0,1
15,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
15,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
15,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
15,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
15,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
15,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
15,Activity H,1970-01-01 16:57:02.340706,7022.340706108157,28622.340706,0,1
15,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
16,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
16,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
16,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
16,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
16,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
16,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
16,Activity G,1970-01-01 14:56:04.754393,3364.754393099573,21364.754393,0,1
16,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
16,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
16,Activity I,1970-01-01 15:36:40.139910,2200.1399097345693,23800.13991,0,1
16,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
16,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
16,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
16,Activity F,1970-01-01 17:18:41.976507,4721.976506550253,29921.976507,0,1
17,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
17,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
17,Activity L,1970-01-01 11:00:00.000000,3600.0,7200.0,1,0
17,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
17,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
17,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
17,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
17,Activity M,1970-01-01 15:06:09.521915,3969.521915187871,21969.521915,0,1
17,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
17,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
17,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
17,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
17,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
17,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
18,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
18,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
18,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
18,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
18,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
18,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
18,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
18,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
18,Activity J,1970-01-01 14:45:37.569070,2737.5690701581893,20737.56907,0,1
18,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
18,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
18,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
18,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
18,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
19,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
19,Activity G,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
19,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
19,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
19,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
19,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
19,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
19,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
19,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
19,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
19,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
19,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
19,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
19,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
20,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
20,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
20,Activity C,1970-01-01 11:03:53.665274,3833.6652740367103,7433.665274,0,1
20,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
20,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
20,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
20,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
20,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
20,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
20,Activity H,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
20,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
20,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
20,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
20,Activity F,1970-01-01 17:26:18.057153,5178.057152734646,30378.057153,0,1
21,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
21,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
21,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
21,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
21,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
21,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
21,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
21,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
21,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
21,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
21,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
21,Activity J,1970-01-01 15:38:31.403991,2311.4039911997284,23911.403991,0,1
21,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
21,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
22,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
22,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
22,Activity C,1970-01-01 11:10:28.885598,4228.885597738038,7828.885598,0,1
22,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
22,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
22,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
22,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
22,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
22,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
22,Activity I,1970-01-01 15:39:56.027486,2396.0274855728367,23996.027486,0,1
22,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
22,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
22,Activity H,1970-01-01 16:53:50.484810,6830.484809881819,28430.48481,0,1
22,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
23,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
23,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
23,Activity C,1970-01-01 11:45:26.165579,6326.165578934928,9926.165579,0,1
23,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
23,Activity E,1970-01-01 13:57:02.611598,7022.61159829698,17822.611598,0,1
23,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
23,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
23,Activity I,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
23,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
23,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
23,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
24,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
24,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
24,Activity I,1970-01-01 11:00:00.000000,3600.0,7200.0,1,0
24,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
24,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
24,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
24,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
24,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
24,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
24,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
24,Activity L,1970-01-01 16:03:47.529820,3827.5298200192206,25427.52982,0,1
24,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
24,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
24,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
25,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
25,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
25,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
25,Activity K,1970-01-01 12:00:00.000000,3600.0,10800.0,1,0
25,Activity E,1970-01-01 13:23:27.144149,5007.144149433635,15807.144149,0,1
25,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,1,0
25,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
25,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
25,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
25,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
25,Activity I,1970-01-01 15:43:38.674405,2618.6744051034993,24218.674405,0,1
25,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
25,Activity H,1970-01-01 16:34:17.336573,5657.336572881557,27257.336573,0,1
25,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
26,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
26,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
26,Activity C,1970-01-01 11:01:59.990415,3719.990414941257,7319.990415,0,1
26,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
26,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
26,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
26,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
26,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
26,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
26,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
26,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
26,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
26,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
26,Activity C,1970-01-01 17:00:00.000000,3600.0,28800.0,1,0
27,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
27,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
27,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
27,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
27,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
27,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
27,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
27,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
27,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
27,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
